"Gender","Age","WorkType","Position","V1","V2r","V3","V4","V5","V6","V7","SDS1r","SDaw2","SDS3r","SDaw4","SDS5r","SDaw6","SDS7r","SDaw8","SDS9r","SDaw10","MF1","MF2","MF3","MF4","MF5","MF6","MF7","MF8","MF9","MF10","MF11","MF12","MF13","MF14","MF15","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","mach1","mach2","mach3","mach4","mach5","mach6","mach7","mach8","mach9","narc1","narc2","narc3","narc4","narc5","narc6","narc7","narc8","narc9","psy1","psy2","psy3","psy4","psy5","psy6","psy7","psy8","psy9","Energia","Uvedomovanie","Agentnost","Sustredenost","Smerovanie","Tlak","Vazby","Zdatnost","Pochybnosti","Izolacia","Zdroje","Bariery","Presadzovanie","Potreba_uznania","Indiferentnost","AgeCLASS1","AgeCLASS2","AgeCLASS3","weight1","weight2","weight3","ZGender","ZAge","ZWorkType","ZPosition","ZVitality","ZSelf_Awareness","ZChoice_Perception","ZMindfulness","ZS_Autonomy","ZF_Autonomy","ZS_Relatedness","ZS_Competency","ZF_Competency","ZF_Relatedness","ZNeeds_satisfaction","ZNeeds_frustration","ZMachiavellianism","ZNarcissism","ZPsychopathy"
0,34,0,0,7,7,5,7,5,6,5,3,5,3,4,3,5,4,5,3,5,6,6,6,5,5,4,6,6,6,6,5,5,4,5,6,5,3,4,2,4,2,4,1,4,1,5,1,3,4,4,1,5,1,3,2,5,1,4,1,3,2,1,2,4,3,2,3,4,3,3,3,2,4,2,1,4,2,1,3,1,1,2,1,1,1,1,6,4.8,3.2,5.4,3.75,2.5,4.25,4.5,1.25,1.25,4.16666666666667,1.66666666666667,2.66666666666667,2.66666666666667,1.33333333333333,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.0127269149579675,-0.586045735337861,-0.678645233146201,1.02377581493916,0.741152717452809,-0.443178739877249,1.59302795214511,-0.230128159126536,-0.0188421964512869,0.263876514091025,0.372191262676343,-0.943790609410809,-0.60513362606556,0.161013299134659,-0.634679418468602,-0.269949008366771,-0.102405262955878,-0.982498689857284
1,26,0,0,4,4,4,4,7,4,4,3,3,3,3,3,3,3,4,3,5,1,3,6,3,3,1,6,6,6,3,6,3,3,3,6,3,3,3,1,3,3,3,3,3,1,3,5,3,3,5,1,3,3,3,3,3,3,5,5,5,1,1,3,3,1,3,5,5,1,1,1,1,3,1,1,1,5,1,1,1,1,3,1,1,1,1,4.42857142857143,3.6,3,3.93333333333333,3,3,3.5,3.5,4,1.5,3.33333333333333,2.83333333333333,3,1.66666666666667,1.22222222222222,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.949592074121802,-0.586045735337861,-0.678645233146201,-0.328531337334982,-0.882456600032593,-0.650113195309975,-0.27044327179599,-1.19567781006795,0.519768882595314,-0.748994472310755,-0.903271193044936,1.93129174799092,-0.299700116268473,-1.14401841999278,0.934612308209034,0.179454738516544,-1.52368251776986,-1.14704405489197
0,20,0,0,5,7,6,7,2,4,6,2,3,1,5,5,3,1,5,5,5,1,6,6,1,1,4,6,4,1,4,1,6,4,5,6,5,2,4,1,4,1,4,2,4,1,4,4,3,4,4,2,5,4,3,1,4,5,4,2,5,5,4,5,5,4,5,5,5,3,5,3,1,5,4,2,5,3,5,5,5,5,5,4,5,4,5,5.28571428571429,4.2,2.8,3.73333333333333,3.75,2.25,4,4.25,2.75,2.25,4,2.41666666666667,4.77777777777778,3.44444444444444,4.77777777777778,1,NA,NA,0.46,NA,NA,-1.07351841100155,-1.67133131593163,-0.586045735337861,-0.678645233146201,0.40909074572364,-0.0706519412898917,-0.8570476507427,-0.524552984151594,-0.230128159126536,-0.288147735974587,-0.0737471480429018,0.0533256487460231,0.624436130990133,0.61660041312279,-0.0999930446908302,0.374150977252735,2.57627472189422,1.00303260189944,4.11840762621799
0,36,1,0,7,7,6,6,7,6,6,5,5,4,5,5,5,2,5,5,5,5,2,4,2,2,2,5,5,4,5,5,5,5,5,6,5,1,4,1,5,2,5,2,5,1,5,2,5,3,5,1,5,1,5,2,5,4,5,1,5,3,4,2,4,5,4,1,5,4,5,3,3,4,3,2,5,4,3,4,2,3,3,3,3,1,1,6.42857142857143,5,4.2,4.13333333333333,5,2,4.75,5,1.5,1.75,4.91666666666667,1.75,3.66666666666667,3.66666666666667,2.55555555555556,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.25330666222791,1.70343960404871,-0.678645233146201,1.39258685646847,1.01175427036704,0.591493537286377,-0.0163335594403852,1.37912125910915,-0.557453275497888,0.939123838358878,1.00992249053698,-0.682419486010652,0.005733393528615,1.33554184634936,-0.522587152277342,1.07826223228317,1.31887199185811,0.827500325524265
0,27,0,0,5,3,5,6,6,5,5,3,4,3,2,3,4,3,5,3,5,3,6,5,1,5,5,5,5,4,5,2,5,4,5,6,3,3,4,3,2,4,3,3,2,5,4,4,4,3,4,3,3,4,4,3,3,3,4,4,5,3,3,5,4,2,4,4,3,3,3,3,2,4,2,3,2,3,3,3,2,2,3,2,1,2,2,5,4,3,4.4,3.5,3,3.25,3.25,4,3.5,3.33333333333333,3.5,3.66666666666667,2.77777777777778,2.22222222222222,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.82930220048683,-0.586045735337861,-0.678645233146201,0.163216718037433,-0.341253494204126,-0.650113195309975,0.322479390367087,-0.551978042773673,0.519768882595314,-1.08661813444468,-1.22213680697526,1.93129174799092,2.14376796210823,-1.14401841999278,1.83135043773911,1.07826223228317,0.0555144320234535,0.333864230420206
0,33,0,0,6,4,3,6,1,6,4,5,3,4,4,1,5,5,5,5,5,4,5,6,4,4,2,4,5,3,4,5,4,5,4,5,5,5,4,2,4,3,4,3,5,1,5,2,4,2,4,1,5,2,4,2,4,1,5,4,5,3,2,3,5,4,5,2,5,4,4,5,3,4,2,2,4,3,2,3,1,2,4,5,1,4,4,4.28571428571429,4.4,4,4.26666666666667,4.25,3,4.25,4.75,2.75,1.25,4.41666666666667,2.33333333333333,3.77777777777778,3.44444444444444,2.88888888888889,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.107562958677004,-0.586045735337861,-0.678645233146201,-0.451468351178087,0.199949611624342,0.384559081853652,0.15307291546335,0.413571608167739,0.519768882595314,0.263876514091025,0.691056876606663,0.624436130990133,-0.60513362606556,0.552522814872891,0.262058711061476,1.22806348124428,1.00303260189944,1.32113642062832
1,32,0,0,6,7,5,6,7,4,5,5,5,5,5,5,5,5,4,5,5,3,1,6,1,3,6,5,5,3,5,3,3,3,6,5,1,1,4,1,5,1,5,1,5,1,5,2,5,4,5,1,5,1,5,3,5,1,5,1,5,1,4,5,5,1,2,5,5,4,4,5,5,5,5,1,3,5,1,1,1,3,3,4,1,1,3,5.71428571428571,4.8,5,3.86666666666667,4,2.25,4.75,5,1.25,1,4.58333333333333,1.5,3.66666666666667,4.11111111111111,2,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.227852832311975,-0.586045735337861,-0.678645233146201,0.777901787252952,0.741152717452809,1.41923135901728,-0.355146509247858,0.0917217245206013,-0.288147735974587,0.939123838358878,1.00992249053698,-0.943790609410809,-0.910567135862648,0.813529158698379,-0.858863950851121,1.07826223228317,1.95055077177543,0.00477350035083362
1,37,0,1,6,6,3,7,5,3,4,4,3,5,5,5,5,4,5,4,5,5,6,6,6,6,6,6,6,6,6,5,5,5,6,6,4,2,4,2,4,2,5,2,5,1,5,1,5,3,5,1,5,1,5,1,5,1,5,1,2,3,2,2,1,1,3,5,4,5,5,4,3,3,4,1,1,1,1,5,1,1,3,1,2,1,1,4.85714285714286,4.6,4.4,5.73333333333333,4.75,2,4.75,4.75,1.25,1.25,4.75,1.5,2.55555555555556,3,1.77777777777778,NA,2,NA,NA,0.4,NA,0.929926776408983,0.373596535862881,-0.586045735337861,1.47100939725204,0.0402797041943286,0.470551164538575,0.798427992719102,2.01654413940445,1.05727137546201,-0.557453275497888,0.939123838358878,0.691056876606663,-0.943790609410809,-0.60513362606556,1.07453550252387,-0.858863950851121,-0.419750257327877,0.371353821982117,-0.324317229718539
0,25,0,0,7,7,4,7,7,7,7,5,5,3,4,5,4,3,5,3,4,1,6,6,5,4,2,3,5,4,6,4,5,3,5,5,3,3,4,2,5,2,3,3,5,2,5,3,5,4,5,1,3,3,2,3,4,1,5,3,3,3,1,3,4,2,4,4,5,4,2,4,3,4,2,2,3,4,2,2,3,4,4,4,1,2,2,6.57142857142857,4.4,3.8,4.26666666666667,3.25,3.25,4.5,4.5,2.75,1.5,4.08333333333333,2.5,3.22222222222222,3.11111111111111,2.66666666666667,NA,2,NA,NA,0.4,NA,-1.07351841100155,-1.06988194775677,-0.586045735337861,-0.678645233146201,1.51552387031157,0.199949611624342,0.177624626420926,0.15307291546335,-0.873827926420811,0.789074422118615,0.601500176224951,0.372191262676343,0.624436130990133,-0.299700116268473,0.0305101272219135,0.486243243443995,0.479057236438754,0.529273516961449,0.992045690558951
0,37,0,0,6,5,2,6,6,5,6,4,4,4,4,3,4,4,4,4,4,4,6,5,5,3,4,6,6,5,5,5,6,3,5,6,4,1,4,1,4,1,5,1,5,1,4,1,5,1,5,1,4,4,3,3,3,1,4,2,3,3,3,4,1,1,2,4,4,3,3,2,1,3,3,1,2,2,1,2,1,1,1,1,1,1,1,5.14285714285714,4,3.8,4.93333333333333,4.25,1.5,4.25,4,2,1,4.16666666666667,1.5,2.77777777777778,2.22222222222222,1.11111111111111,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.373596535862881,-0.586045735337861,-0.678645233146201,0.286153731880537,-0.341253494204126,0.177624626420926,1.00010528998203,0.413571608167739,-1.09606435454449,0.263876514091025,-0.265539965184297,-0.159677239210338,-0.910567135862648,0.161013299134659,-0.858863950851121,-0.120147759405666,-0.734084042873204,-1.31158941992666
0,35,1,0,3,2,5,5,6,5,5,4,4,4,5,5,5,4,1,2,5,6,6,5,2,6,1,5,5,3,5,6,3,1,5,6,1,4,3,2,3,4,4,2,5,1,5,2,5,5,4,1,4,4,4,5,4,1,5,2,5,1,2,4,1,1,4,2,4,3,2,2,3,4,1,1,2,1,1,1,1,2,1,1,5,1,1,4.42857142857143,4,3.8,4.33333333333333,3.5,4,4,4.25,3,1.25,3.91666666666667,2.75,2.66666666666667,2.11111111111111,1.55555555555556,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.133016788592939,1.70343960404871,-0.678645233146201,-0.328531337334982,-0.341253494204126,0.177624626420926,0.237776152915218,-0.551978042773673,1.59699104068852,-0.0737471480429018,0.0533256487460231,0.88580725439029,-0.60513362606556,-0.230496216603575,0.822520042017774,-0.269949008366771,-0.892003737852536,-0.653407959787912
0,32,1,1,3,3,2,4,4,3,3,5,4,5,5,5,4,3,5,5,5,2,2,1,1,5,1,1,6,3,4,2,1,5,5,1,4,2,2,2,5,2,5,2,5,4,5,4,4,5,3,1,4,2,4,5,2,2,5,3,5,3,3,4,2,1,2,3,2,2,2,3,3,2,2,1,5,2,1,2,1,2,4,1,2,1,1,3.14285714285714,4.6,4.6,2.66666666666667,4.25,3.5,3,4.75,2.75,2.25,4,2.83333333333333,2.77777777777778,2.44444444444444,1.66666666666667,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.227852832311975,1.70343960404871,1.47100939725204,-1.43496446192292,0.470551164538575,1.00536244815183,-1.87980478338148,0.413571608167739,1.05837996164192,-1.42424179657861,0.691056876606663,0.624436130990133,0.61660041312279,-0.0999930446908302,0.934612308209034,-0.120147759405666,-0.418244652914541,-0.488862594753225
0,29,1,1,5,6,7,6,7,4,1,3,4,5,5,5,5,5,3,5,5,4,5,6,6,6,6,6,5,5,6,6,6,4,6,6,5,3,5,1,5,1,5,1,5,1,5,2,5,1,5,1,5,1,5,1,5,1,5,2,1,1,5,5,2,1,2,3,1,3,3,1,1,4,4,1,1,3,1,4,1,2,3,1,2,1,1,5.14285714285714,4.4,4.6,5.53333333333333,5,1.5,5,5,1.5,1,5,1.33333333333333,2.33333333333333,2.33333333333333,1.77777777777778,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.588722453216888,1.70343960404871,1.47100939725204,0.286153731880537,0.199949611624342,1.00536244815183,1.76243442704884,1.37912125910915,-1.09606435454449,1.2767475004928,1.00992249053698,-0.682419486010652,-0.910567135862648,1.4660450182621,-1.08304848323364,-0.719352755250086,-0.576164347893873,-0.324317229718539
1,35,0,0,2,6,1,5,7,6,2,1,5,3,5,4,5,4,5,4,5,5,3,6,5,2,2,3,6,5,5,3,5,6,6,2,5,5,3,3,5,1,5,1,3,2,5,1,5,4,2,1,5,1,5,5,3,2,5,1,5,5,3,3,3,1,4,1,4,4,4,1,1,5,3,1,1,5,1,3,1,1,1,2,3,1,1,4.14285714285714,5,3.2,4.26666666666667,5,3.75,2.75,5,1,2,4.25,2.25,3.22222222222222,2.77777777777778,1.55555555555556,NA,2,NA,NA,0.4,NA,0.929926776408983,0.133016788592939,-0.586045735337861,-0.678645233146201,-0.57440536502119,1.01175427036704,-0.443178739877249,0.15307291546335,1.37912125910915,1.32768550116522,-1.76186545871253,1.00992249053698,-1.20516173281097,0.311166903325703,0.291516471047402,0.149966444870216,0.479057236438754,0.0555144320234535,-0.653407959787912
1,32,0,0,6,6,5,6,5,4,5,4,5,4,5,4,5,4,5,4,5,3,4,4,3,1,4,5,5,5,6,4,6,4,5,6,4,2,4,1,4,2,5,1,4,1,5,2,4,3,4,1,5,4,4,1,4,1,5,1,5,2,3,1,3,2,3,2,5,3,3,2,3,4,4,3,4,3,1,4,1,4,3,1,1,1,1,5.28571428571429,5,4,4.33333333333333,4.25,1.75,4,4.75,2.25,1,4.33333333333333,1.66666666666667,2.88888888888889,3.22222222222222,1.88888888888889,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.227852832311975,-0.586045735337861,-0.678645233146201,0.40909074572364,1.01175427036704,0.384559081853652,0.237776152915218,0.413571608167739,-0.826758815021189,-0.0737471480429018,0.691056876606663,0.101693884189819,-0.910567135862648,0.422019642960146,-0.634679418468602,0.0296534895554387,0.68719321194078,-0.159771864683853
0,45,0,1,6,6,5,6,6,7,7,5,5,4,4,5,5,3,5,5,5,2,6,6,6,5,5,6,6,2,2,4,2,2,5,6,4,2,5,1,5,2,5,1,5,1,5,3,4,1,5,1,5,2,4,1,4,1,5,1,5,4,4,2,4,1,4,1,4,5,2,3,1,2,2,1,2,1,1,4,1,2,1,1,4,1,1,6.14285714285714,4.8,4.4,4.33333333333333,4.25,1.25,4.75,5,2,1,4.66666666666667,1.41666666666667,3.22222222222222,2.11111111111111,1.77777777777778,NA,NA,3,NA,NA,2.7,-1.07351841100155,1.33591552494265,-0.586045735337861,1.47100939725204,1.14671282878226,0.741152717452809,0.798427992719102,0.237776152915218,0.413571608167739,-1.36536989406779,0.939123838358878,1.00992249053698,-0.159677239210338,-0.910567135862648,0.944032330611124,-0.970956217042381,0.479057236438754,-0.892003737852536,-0.324317229718539
1,29,0,1,3,3,1,2,4,2,2,2,5,3,4,4,4,3,4,3,5,4,6,5,4,5,2,4,4,5,3,3,4,4,5,5,4,2,4,2,3,3,4,2,5,1,3,3,3,4,5,2,4,3,3,3,4,1,3,3,4,3,3,3,3,1,4,4,4,3,3,2,2,4,3,2,2,4,1,4,1,2,2,2,1,1,2,2.42857142857143,4.4,3,4.2,3.5,2.75,4.5,3.25,3,1.5,3.75,2.41666666666667,3.22222222222222,2.77777777777778,1.77777777777778,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.588722453216888,-0.586045735337861,1.47100939725204,-2.04964953113844,0.199949611624342,-0.650113195309975,0.0683696780114825,-0.551978042773673,0.250463343072014,0.601500176224951,-1.22213680697526,0.88580725439029,-0.299700116268473,-0.491502560429063,0.374150977252735,0.479057236438754,0.0555144320234535,-0.324317229718539
1,36,1,1,4,4,3,4,6,5,5,5,1,5,2,4,2,4,3,5,1,1,6,5,5,4,4,4,4,4,4,4,6,5,4,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,2,2,2,2,3,2,3,2,4,2,2,5,3,2,4,2,1,2,2,2,2,2,4,1,1,4.42857142857143,1.8,4.6,4.4,1.75,1.75,2,2,2,1.5,1.91666666666667,1.75,2.33333333333333,2.88888888888889,1.88888888888889,NA,2,NA,NA,0.4,NA,0.929926776408983,0.25330666222791,1.70343960404871,1.47100939725204,-0.328531337334982,-3.3178705762607,1.00536244815183,0.322479390367087,-2.80492722830363,-0.826758815021189,-2.77473644511431,-2.81646487662686,-0.159677239210338,-0.299700116268473,-3.36257234250943,-0.522587152277342,-0.719352755250086,0.213434127002785,-0.159771864683853
0,34,0,1,7,7,7,7,7,7,7,4,5,5,5,5,5,5,5,5,5,3,6,6,2,2,1,5,6,2,2,2,2,6,6,6,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,1,1,2,4,1,1,1,1,1,5,2,2,1,4,4,1,5,1,1,4,1,1,1,1,1,1,1,7,5,4.8,3.8,5,1,5,5,1,1,5,1,1.44444444444444,2.77777777777778,1.33333333333333,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.0127269149579675,-0.586045735337861,1.47100939725204,1.88433491184089,1.01175427036704,1.21229690358455,-0.439849746699726,1.37912125910915,-1.63467543359109,1.2767475004928,1.00992249053698,-1.20516173281097,-0.910567135862648,1.4660450182621,-1.53141754799868,-1.91776274693893,0.0555144320234535,-0.982498689857284
1,35,0,1,6,6,7,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,2,5,2,5,1,3,3,2,3,5,1,2,4,5,5,1,5,1,5,1,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,1,5,3,1,3,4,1,2,4,4,4,4,4,4,2,2,5,1,1,5,1,3,4,4,3,4,2,1,1,1,5.85714285714286,5,5,3.2,5,2,5,5,1.5,1,5,1.5,3,2.77777777777778,2.55555555555556,NA,2,NA,NA,0.4,NA,0.929926776408983,0.133016788592939,-0.586045735337861,1.47100939725204,0.900838801096056,1.01175427036704,1.41923135901728,-1.20217888376654,1.37912125910915,-0.557453275497888,1.2767475004928,1.00992249053698,-0.682419486010652,-0.910567135862648,1.4660450182621,-0.858863950851121,0.179454738516544,0.0555144320234535,0.827500325524265
0,30,0,0,6,3,3,5,7,7,7,3,4,2,4,2,5,3,5,3,5,5,6,6,5,5,3,5,6,6,6,6,6,6,6,6,3,2,4,2,5,1,1,2,4,2,5,1,5,2,5,1,5,1,4,1,5,1,5,4,5,2,1,4,4,3,3,5,3,4,2,3,2,3,3,1,2,5,4,1,2,5,1,3,1,1,2,5.42857142857143,4.6,2.6,5.53333333333333,3.25,1.75,4.5,5,1.75,1.5,4.25,1.66666666666667,3.33333333333333,2.77777777777778,2.22222222222222,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.468432579581917,-0.586045735337861,-0.678645233146201,0.532027759566745,0.470551164538575,-1.06398210617542,1.76243442704884,-0.873827926420811,-0.826758815021189,0.601500176224951,1.00992249053698,-0.421048362610495,-0.299700116268473,0.291516471047402,-0.634679418468602,0.628858485399859,0.0555144320234535,0.333864230420206
0,25,0,0,4,5,5,5,7,5,5,3,2,3,4,3,4,3,5,4,4,3,5,5,4,2,3,3,4,4,3,3,6,4,5,3,3,3,3,1,4,2,2,3,5,2,5,3,3,2,5,2,4,3,3,3,4,2,3,2,4,3,3,3,3,1,1,4,3,3,3,2,1,3,3,3,1,3,1,3,1,2,3,2,1,2,1,5.14285714285714,3.8,3.2,3.8,2.75,2.75,4.25,4,2.5,1.75,3.66666666666667,2.33333333333333,2.77777777777778,2.44444444444444,1.77777777777778,NA,2,NA,NA,0.4,NA,-1.07351841100155,-1.06988194775677,-0.586045735337861,-0.678645233146201,0.286153731880537,-0.61185504711836,-0.443178739877249,-0.439849746699726,-1.51752769371509,0.250463343072014,0.263876514091025,-0.265539965184297,0.363065007589976,0.005733393528615,-0.622005732341807,0.262058711061476,-0.120147759405666,-0.418244652914541,-0.324317229718539
1,34,1,1,6,7,5,6,6,5,5,3,3,5,5,4,4,4,5,5,5,3,5,5,5,3,2,5,4,4,5,5,5,5,5,6,5,1,4,1,5,1,2,2,4,1,5,2,5,2,4,1,5,1,5,1,5,1,5,1,4,3,2,3,3,1,5,3,4,3,3,4,2,2,3,1,2,3,2,3,1,2,1,1,1,2,1,5.71428571428571,4.4,4.2,4.46666666666667,4.25,1.5,4.25,5,1.25,1,4.5,1.25,3.11111111111111,2.55555555555556,1.55555555555556,NA,2,NA,NA,0.4,NA,0.929926776408983,0.0127269149579675,1.70343960404871,1.47100939725204,0.777901787252952,0.199949611624342,0.591493537286377,0.407182627818955,0.413571608167739,-1.09606435454449,0.263876514091025,1.00992249053698,-0.943790609410809,-0.910567135862648,0.683025986785635,-1.1951407494249,0.329255987477649,-0.26032495793521,-0.653407959787912
1,28,0,1,2,3,2,2,4,1,1,3,2,3,5,3,5,3,2,3,3,3,6,6,6,1,1,6,6,5,6,4,5,4,5,1,4,3,2,1,3,3,5,2,5,1,4,2,4,1,5,2,4,2,3,1,5,1,5,3,2,2,4,2,3,2,1,1,1,4,4,2,4,4,3,2,4,3,1,5,1,1,2,1,2,1,1,2.14285714285714,3.4,3,4.33333333333333,4,1.75,4.25,4,2.5,1.25,4.08333333333333,1.83333333333333,2,3.33333333333333,1.66666666666667,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.709012326851859,-0.586045735337861,1.47100939725204,-2.29552355882464,-1.15305815294683,-0.650113195309975,0.237776152915218,0.0917217245206013,-0.826758815021189,0.263876514091025,-0.265539965184297,0.363065007589976,-0.60513362606556,0.0305101272219135,-0.410494886086082,-1.1687565021334,0.845112906920112,-0.488862594753225
1,36,0,1,4,4,5,5,7,4,4,3,3,1,3,3,3,3,3,1,5,5,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,3,4,3,3,3,4,3,4,3,3,4,4,3,4,4,3,3,1,3,3,5,2,2,3,5,2,1,1,1,1,2,1,2,2,4.71428571428571,3.4,2.2,3.86666666666667,3.5,3,3,3.75,3,2.75,3.41666666666667,2.91666666666667,3.55555555555556,3,1.44444444444444,NA,2,NA,NA,0.4,NA,0.929926776408983,0.25330666222791,-0.586045735337861,1.47100939725204,-0.0826573096487748,-1.15305815294683,-1.47785101704088,-0.355146509247858,-0.551978042773673,0.519768882595314,-1.42424179657861,-0.584405579114617,0.88580725439029,1.22746743271697,-1.01351524808004,1.04670457440029,0.928460983322069,0.371353821982117,-0.817953324822598
0,34,1,0,5,3,1,3,3,3,3,2,4,2,2,3,3,2,5,2,4,4,5,4,3,3,1,4,4,5,4,3,6,5,4,5,2,4,4,2,3,3,2,3,4,2,4,3,2,5,3,2,3,4,3,4,4,2,4,4,4,1,1,2,4,3,2,2,2,2,2,2,1,2,3,3,1,3,2,3,2,1,1,2,2,1,1,3,3.6,2.2,4,2.25,4,3.75,3.5,3.5,2,3.16666666666667,3.16666666666667,2.33333333333333,2.11111111111111,1.66666666666667,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.0127269149579675,1.70343960404871,-0.678645233146201,-1.55790147576602,-0.882456600032593,-1.47785101704088,-0.185740034344122,-2.16122746100936,1.59699104068852,-0.411370810176828,-0.903271193044936,1.4085495011906,0.311166903325703,-1.40502476381827,1.38298137297407,-0.719352755250086,-0.892003737852536,-0.488862594753225
1,33,0,0,3,3,2,3,3,2,2,2,5,2,3,2,5,2,5,4,5,6,6,5,2,6,1,4,4,5,3,4,5,5,5,5,3,5,4,2,4,2,4,2,5,1,5,2,4,3,5,1,5,4,3,2,5,2,4,3,4,1,2,2,2,1,4,2,2,2,4,2,2,2,2,1,2,4,1,4,1,1,2,4,1,1,1,2.57142857142857,4.6,2.4,4.4,3.5,3,4.75,4.5,2.75,1.5,4.25,2.41666666666667,2.22222222222222,2.33333333333333,1.77777777777778,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.107562958677004,-0.586045735337861,-0.678645233146201,-1.92671251729533,0.470551164538575,-1.27091656160815,0.322479390367087,-0.551978042773673,0.519768882595314,0.939123838358878,0.372191262676343,0.624436130990133,-0.299700116268473,0.291516471047402,0.374150977252735,-0.869154004211191,-0.576164347893873,-0.324317229718539
1,29,0,0,3,2,4,3,4,2,2,2,2,3,3,1,3,2,1,3,2,4,5,3,4,5,6,5,4,5,4,4,6,2,5,6,3,3,1,2,1,5,2,3,3,3,3,3,1,2,3,4,2,4,2,4,3,3,3,3,5,1,3,2,3,2,3,1,3,3,3,1,1,2,1,1,1,3,2,1,1,3,2,1,2,1,2,2.85714285714286,2.2,2.2,4.53333333333333,2,3,2.5,2.25,3.75,3,2.25,3.25,2.55555555555556,1.77777777777778,1.66666666666667,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.588722453216888,-0.586045735337861,-0.678645233146201,-1.68083848960913,-2.77666747043223,-1.47785101704088,0.491885865270822,-2.4830773446565,0.519768882595314,-2.09948912084646,-2.49759926269654,1.66992062459076,1.53290094251405,-2.84055965485846,1.49507363916533,-0.419750257327877,-1.36576282279053,-0.488862594753225
0,28,0,0,4,3,6,6,6,3,3,4,5,4,5,4,4,4,5,4,5,4,6,2,1,4,1,3,5,4,5,4,6,5,5,6,4,2,5,1,2,3,4,1,5,1,3,2,4,1,5,1,4,4,3,2,4,2,4,3,5,1,2,4,2,2,4,4,4,2,3,1,1,4,2,1,2,4,1,1,1,1,1,2,1,1,1,4.42857142857143,4.8,4,4.06666666666667,3.75,1.5,4.75,3.25,3,1.25,3.91666666666667,1.91666666666667,3.11111111111111,2.22222222222222,1.11111111111111,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.709012326851859,-0.586045735337861,-0.678645233146201,-0.328531337334982,0.741152717452809,0.384559081853652,-0.101036796892254,-0.230128159126536,-1.09606435454449,0.939123838358878,-1.22213680697526,0.88580725439029,-0.60513362606556,-0.230496216603575,-0.298402619894822,0.329255987477649,-0.734084042873204,-1.31158941992666
0,33,0,1,5,3,4,4,5,4,5,4,3,5,5,5,5,3,3,3,5,3,6,6,5,3,1,4,5,5,6,5,4,4,6,6,5,2,5,1,5,1,1,1,5,1,5,3,5,3,5,3,4,1,5,1,3,1,5,1,3,2,3,3,3,1,3,1,5,1,3,1,3,3,3,1,1,3,1,1,1,3,3,1,1,2,1,4.28571428571429,4.2,4,4.6,4,1.75,4.5,4.75,1.5,1.5,4.41666666666667,1.58333333333333,2.66666666666667,2.11111111111111,1.55555555555556,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.107562958677004,-0.586045735337861,1.47100939725204,-0.451468351178087,-0.0706519412898917,0.384559081853652,0.57658910272269,0.0917217245206013,-0.826758815021189,0.601500176224951,0.691056876606663,-0.682419486010652,-0.299700116268473,0.552522814872891,-0.746771684659861,-0.269949008366771,-0.892003737852536,-0.653407959787912
0,39,1,0,4,4,1,4,4,4,4,4,4,2,3,2,4,3,4,3,4,3,6,4,4,4,2,5,5,4,5,5,4,4,5,5,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,2,4,2,4,3,3,3,4,4,3,3,4,2,4,4,3,3,2,2,3,4,3,4,1,3,5,1,3,2,5,3,4,3,1,3,3.57142857142857,3.8,2.8,4.33333333333333,2.75,3.75,3,3.25,3.5,3,3,3.41666666666667,3.33333333333333,3,2.77777777777778,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.614176283132823,1.70343960404871,-0.678645233146201,-1.06615342039361,-0.61185504711836,-0.8570476507427,0.237776152915218,-1.51752769371509,1.32768550116522,-1.42424179657861,-1.22213680697526,1.4085495011906,1.53290094251405,-1.66603110764376,1.71925817154785,0.628858485399859,0.371353821982117,1.15659105559364
